Title,Price,URL
Smartphone APPLE Iphone 15 Pro 256Gb Branco Grau Premium (Recondicionado Como Novo),"€989,99",https://www.worten.pt/produtos/smartphone-apple-iphone-15-pro-256gb-branco-grau-premium-recondicionado-como-novo-mrkean-mp12853-00106295000089
iPhone 13 APPLE (Recondicionado Marcas Mínimas - 128 GB - Branco),"€989,99",https://www.worten.pt/produtos/iphone-13-apple-recondicionado-marcas-minimas-128-gb-branco-mrkean-3663705062888
iPhone 11 APPLE (Recondicionado Flippers Marcas Mínimas - 6.1'' - 64 GB - Branco),"€989,99",https://www.worten.pt/produtos/iphone-11-apple-recondicionado-flippers-marcas-minimas-6-1-64-gb-branco-7470042
AirPods 5 APPLE com Caixa de Carregamento Wireless (In Ear - Microfone - Active Noise Cancelling - Branco),"€989,99",https://www.worten.pt/produtos/airpods-5-apple-com-caixa-de-carregamento-wireless-in-ear-microfone-active-noise-cancelling-branco-8997556
iPhone 13 APPLE (6.1'' - 128 GB - Branco),"€989,99",https://www.worten.pt/produtos/iphone-13-apple-6-1-128-gb-branco-mrkean-0194252707555
AirPods 5 APPLE (In Ear - Microfone - Active Noise Cancelling - Branco),"€989,99",https://www.worten.pt/produtos/airpods-5-apple-in-ear-microfone-active-noise-cancelling-branco-8997557
iPhone 14 APPLE (Recondicionado Marcas Mínimas - 128 GB - Branco),"€989,99",https://www.worten.pt/produtos/iphone-14-apple-recondicionado-marcas-minimas-128-gb-branco-mrkean-3663705088130
Airpods 4 APPLE (In Ear - Microfone - Branco),"€989,99",https://www.worten.pt/produtos/airpods-4-apple-in-ear-microfone-branco-8155131
iPhone 14 APPLE (Recondicionado Como Novo - 256 GB - Branco),"€989,99",https://www.worten.pt/produtos/iphone-14-apple-recondicionado-como-novo-256-gb-branco-mrkean-3663705087980
iPhone 11 APPLE (Recondicionado Flippers Como Novo - 6.1'' - 64 GB - Branco),"€989,99",https://www.worten.pt/produtos/iphone-11-apple-recondicionado-flippers-como-novo-6-1-64-gb-branco-7470025
Airpods Pro APPLE 3ª Geração USB-C (In Ear - Microfone - Active Noise Cancelling - Branco),"€989,99",https://www.worten.pt/produtos/airpods-pro-apple-3a-geracao-usb-c-in-ear-microfone-active-noise-cancelling-branco-8600355
iPhone 11 APPLE (Recondicionado Marcas Mínimas - 64 GB - Branco),"€989,99",https://www.worten.pt/produtos/iphone-11-apple-recondicionado-marcas-minimas-64-gb-branco-mrkean-3663705028990
Smartphone Iphone 15 Pro Max 256 Gb Branco Recondicionado Marcas Mínimas,"€989,99",https://www.worten.pt/produtos/smartphone-iphone-15-pro-max-256-gb-branco-recondicionado-marcas-minimas-mrkean-mp13687-uwvgq7sjhvu34e8
iPhone 13 APPLE (Recondicionado Como Novo - 128 GB - Branco),"€989,99",https://www.worten.pt/produtos/iphone-13-apple-recondicionado-como-novo-128-gb-branco-mrkean-3663705062987
iPhone 12 APPLE (Recondicionado Como Novo - 128 GB - Branco ),"€989,99",https://www.worten.pt/produtos/iphone-12-apple-recondicionado-como-novo-128-gb-branco-mrkean-8435743200370
iPhone 11 APPLE (Recondicionado Flippers Como Novo - 6.1'' - 128 GB - Branco),"€989,99",https://www.worten.pt/produtos/iphone-11-apple-recondicionado-flippers-como-novo-6-1-128-gb-branco-7469973
iPhone 16 Plus APPLE (6.7'' - 128 GB - Branco),"€989,99",https://www.worten.pt/produtos/iphone-16-plus-apple-6-7-128-gb-branco-8155734
iPhone 13 Mini APPLE (Recondicionado Como Novo - 128 GB - Branco),"€989,99",https://www.worten.pt/produtos/iphone-13-mini-apple-recondicionado-como-novo-128-gb-branco-mrkean-3663705063731
iPhone 15 Pro APPLE (Recondicionado Flippers Como Novo - 6.1'' - 256 GB - Branco),"€989,99",https://www.worten.pt/produtos/iphone-15-pro-apple-recondicionado-flippers-como-novo-6-1-256-gb-branco-8008741
Iphone 15 Pro APPLE (Recondicionado Marcas Mínimas - 256 GB - Branco),"€989,99",https://www.worten.pt/produtos/iphone-15-pro-apple-recondicionado-marcas-minimas-256-gb-branco-mrkean-3663705104977
iPhone 12 APPLE (Recondicionado Marcas Mínimas - 128 GB - Branco),"€989,99",https://www.worten.pt/produtos/iphone-12-apple-recondicionado-marcas-minimas-128-gb-branco-mrkean-3663705047632
Iphone 15 Pro APPLE (Recondicionado Como Novo - 128 GB - Branco),"€989,99",https://www.worten.pt/produtos/iphone-15-pro-apple-recondicionado-como-novo-128-gb-branco-mrkean-3663705104854
Smartphone Iphone 13 128 Gb Branco Recondicionado Marcas Mínimas,"€989,99",https://www.worten.pt/produtos/smartphone-iphone-13-128-gb-branco-recondicionado-marcas-minimas-mrkean-mp13687-hudtjs7bhrajbbz
iPhone 16 APPLE (6.1'' - 512 GB - Branco),"€989,99",https://www.worten.pt/produtos/iphone-16-apple-6-1-512-gb-branco-8155759
Iphone 15 Pro Apple 128 Gb Titânio Branco (Recondicionado Sinais de Uso),"€989,99",https://www.worten.pt/produtos/iphone-15-pro-apple-128-gb-titanio-branco-recondicionado-sinais-de-uso-mrkean-mp10681-renzlvqkgu4xkvp
iPhone 14 APPLE (Recondicionado Sinais de Uso - 128 GB - Branco),"€989,99",https://www.worten.pt/produtos/iphone-14-apple-recondicionado-sinais-de-uso-128-gb-branco-mrkean-3663705088086
iPhone SE 2022 APPLE (Recondicionado Como Novo - 128 GB - Branco),"€989,99",https://www.worten.pt/produtos/iphone-se-2022-apple-recondicionado-como-novo-128-gb-branco-mrkean-3663705083845
iPhone 16 APPLE (Recondicionado Flippers Marcas Mínimas - 6.1'' - 128 GB - Branco),"€989,99",https://www.worten.pt/produtos/iphone-16-apple-recondicionado-flippers-marcas-minimas-6-1-128-gb-branco-8290550
Iphone 15 Pro Max APPLE (Recondicionado Marcas Mínimas - 256 GB - Branco),"€989,99",https://www.worten.pt/produtos/iphone-15-pro-max-apple-recondicionado-marcas-minimas-256-gb-branco-mrkean-3663705105578
iPhone 12 APPLE (Recondicionado Como Novo - 256 GB - Branco),"€989,99",https://www.worten.pt/produtos/iphone-12-apple-recondicionado-como-novo-256-gb-branco-mrkean-3663705047984
iPhone 11 APPLE (Recondicionado Flippers Como Novo - 6.1'' - 256 GB - Branco),"€989,99",https://www.worten.pt/produtos/iphone-11-apple-recondicionado-flippers-como-novo-6-1-256-gb-branco-7469997
